"PVWatts Hourly PV Performance Data"
"Requested Location","weymouth"
"Location","Lat, Lng: 50.61, -2.46"
"Latitude (DD)","50.61"
"Longitude (DD)","-2.46"
"Elevation (m)","6"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","8","12","330","421","18.4","5","0.2","767.568","29.97","2526.719","2421.333"
"7","8","13","121","419","18.6","4.9","0.2","540.994","26.849","1792.503","1713.133"
"7","8","14","118","403","18.8","4.9","0.2","498.831","26.414","1659.975","1585.302"
"7","8","15","44","323","18.8","4.9","0.2","344.96","24.071","1154.447","1097.686"
"7","8","16","65","294","18.6","4.9","0.2","315.735","23.437","1067.278","1013.606"
"7","8","17","665","88","18.2","4.8","0.2","319.886","23.122","1050.188","997.122"
"7","8","18","17","144","17.7","4.6","0.2","128.661","19.75","429.519","398.445"
"7","8","19","358","40","17.2","4.2","0.2","32.134","17.731","95.705","76.46"
"7","8","20","0","0","16.6","3.9","0.2","0","16.6","0","0"
"7","8","21","0","0","16.3","3.9","0.2","0","16.3","0","0"
"7","8","22","0","0","16","3.9","0.2","0","16","0","0"
"7","8","23","0","0","15.8","4.1","0.2","0","15.8","0","0"
"7","9","0","0","0","15.6","4.3","0.2","0","15.6","0","0"
"7","9","1","0","0","15.6","4.6","0.2","0","15.6","0","0"
"7","9","2","0","0","15.7","4.9","0.2","0","15.7","0","0"
"7","9","3","0","0","15.7","5.2","0.2","0","15.7","0","0"
"7","9","4","0","0","15.8","5.7","0.2","0","0","0","0"
"7","9","5","0","4","16","6.1","0.2","3.705","16.049","10.603","0"
"7","9","6","0","34","16.2","6.5","0.2","31.583","16.603","101.672","82.215"
"7","9","7","43","167","16.4","6.9","0.2","176.354","18.554","599.002","561.923"
"7","9","8","72","220","16.5","7.1","0.2","256.307","19.564","872.09","825.334"
"7","9","9","366","247","16.5","7.3","0.2","549.744","22.946","1877.612","1795.226"
"7","9","10","157","415","16.7","7.4","0.2","562.892","23.213","1897.057","1813.982"
"7","9","11","12","367","16.9","7.5","0.2","364.312","21.065","1218.689","1159.652"
"7","9","12","93","387","17.2","7.4","0.2","476.709","22.709","1598.64","1526.139"
"7","9","13","368","331","17.3","7.2","0.2","694.564","25.507","2334.542","2235.966"
"7","9","14","512","229","17.4","7.1","0.2","683.897","25.579","2315.511","2217.609"
"7","9","15","101","308","17.4","7","0.2","371.24","21.877","1258.6","1198.149"
"7","9","16","87","237","17.3","6.8","0.2","272.969","20.668","930.817","881.98"
"7","9","17","34","170","17","6.5","0.2","169.563","19.159","574.219","538.018"
"7","9","18","49","122","16.7","6.1","0.2","114.096","18.21","375.407","346.25"
"7","9","19","3","46","16.4","6","0.2","39.736","16.924","119.682","99.587"
"7","9","20","0","0","16.2","6","0.2","0","16.2","0","0"
"7","9","21","0","0","16.1","6.2","0.2","0","16.1","0","0"
"7","9","22","0","0","16.1","6.3","0.2","0","16.1","0","0"
"7","9","23","0","0","16","6.4","0.2","0","16","0","0"
"7","10","0","0","0","15.9","6.4","0.2","0","15.9","0","0"
"7","10","1","0","0","15.9","6.5","0.2","0","15.9","0","0"
"7","10","2","0","0","15.9","6.5","0.2","0","15.9","0","0"
"7","10","3","0","0","15.9","6.6","0.2","0","15.9","0","0"
"7","10","4","0","0","15.9","6.8","0.2","0","0","0","0"
"7","10","5","0","3","16.1","7.1","0.2","2.779","16.133","7.823","0"
"7","10","6","0","21","16.4","7.3","0.2","19.492","16.629","61.362","43.334"
"7","10","7","0","15","16.5","7.3","0.2","13.933","16.664","42.802","25.431"
"7","10","8","50","234","16.6","7.3","0.2","255.866","19.597","869.229","822.574"
"7","10","9","29","274","16.7","7.3","0.2","288.883","20.076","973.862","923.5"
"7","10","10","75","349","17","7.2","0.2","411.873","21.857","1386.036","1321.069"
"7","10","11","363","321","17.4","7.1","0.2","700.384","25.756","2349.732","2250.618"
"7","10","12","833","149","17.5","7.3","0.2","993.25","29.144","3305.083","3172.116"
"7","10","13","417","397","17.5","7.7","0.2","809.387","26.614","2706.835","2595.066"
"7","10","14","828","132","17.4","8","0.2","856.954","26.818","2898.801","2780.231"
"7","10","15","569","202","17.3","8.2","0.2","620.732","24.003","2128.354","2037.084"
"7","10","16","519","168","17","8.3","0.2","453.46","21.864","1575.315","1503.642"
"7","10","17","670","95","16.7","8.2","0.2","327.924","20.206","1089.899","1035.425"
"7","10","18","167","133","16.3","8.1","0.2","138.919","17.787","441.641","410.138"
"7","10","19","0","3","16","8.2","0.2","2.778","16.029","7.349","0"
"7","10","20","0","0","15.8","8.3","0.2","0","15.8","0","0"
"7","10","21","0","0","15.7","8.4","0.2","0","15.7","0","0"
"7","10","22","0","0","15.7","8.6","0.2","0","15.7","0","0"
"7","10","23","0","0","15.6","8.7","0.2","0","15.6","0","0"
"7","11","0","0","0","15.6","8.7","0.2","0","15.6","0","0"
"7","11","1","0","0","15.6","8.8","0.2","0","15.6","0","0"
"7","11","2","0","0","15.5","8.7","0.2","0","15.5","0","0"
"7","11","3","0","0","15.5","8.6","0.2","0","15.5","0","0"
"7","11","4","0","0","15.5","8.5","0.2","0","0","0","0"
"7","11","5","327","44","15.7","8.4","0.2","46.027","16.153","117.481","97.464"
"7","11","6","563","69","16","8.4","0.2","202.034","18.074","617.309","579.581"
"7","11","7","704","83","16.3","8.2","0.2","401.238","20.633","1386.203","1321.23"
"7","11","8","782","94","16.7","7.9","0.2","598.448","23.357","2074.809","1985.436"
"7","11","9","78","348","17.2","7.6","0.2","402.053","21.767","1359.611","1295.581"
"7","11","10","853","113","17.5","7.4","0.2","897.984","27.938","3019.296","2896.456"
"7","11","11","53","407","17.8","7.2","0.2","456.797","23.18","1525.868","1455.946"
"7","11","12","139","449","17.9","7","0.2","597.357","25.083","1992.387","1905.934"
"7","11","13","354","409","18","6.7","0.2","761.929","27.466","2537.749","2431.972"
"7","11","14","856","110","18","6.4","0.2","853.515","28.989","2866.179","2748.764"
"7","11","15","835","99","17.8","6.2","0.2","707.868","27.129","2411.232","2309.938"
"7","11","16","789","89","17.6","6","0.2","526.046","24.704","1820.817","1740.444"
"7","11","17","46","225","17.3","5.6","0.2","223.644","20.448","760.256","717.463"
"7","11","18","609","59","16.9","5.2","0.2","138.212","18.779","357.551","329.027"
"7","11","19","399","37","16.3","5","0.2","29.441","16.736","86.81","67.879"
"7","11","20","0","0","15.7","4.9","0.2","0","15.7","0","0"
"7","11","21","0","0","15.3","4.9","0.2","0","15.3","0","0"
"7","11","22","0","0","14.9","5.1","0.2","0","14.9","0","0"
"7","11","23","0","0","14.5","5.2","0.2","0","14.5","0","0"
"7","12","0","0","0","14.2","5.4","0.2","0","14.2","0","0"
"7","12","1","0","0","14.1","5.6","0.2","0","14.1","0","0"
"7","12","2","0","0","13.9","5.8","0.2","0","13.9","0","0"
"7","12","3","0","0","13.8","5.9","0.2","0","13.8","0","0"
"7","12","4","0","0","13.9","6","0.2","0","0","0","0"
"7","12","5","389","39","14.3","6.2","0.2","43.222","14.816","104.162","84.617"
"7","12","6","0","41","14.6","6.4","0.2","38.1","15.091","124.526","104.259"
"7","12","7","19","140","15","6.4","0.2","138.934","16.788","471.347","438.791"
"7","12","8","195","244","15.4","6.4","0.2","362.025","20.058","1245.902","1185.9"
"7","12","9","156","315","15.9","6.4","0.2","437.316","21.512","1487.841","1419.266"
"7","12","10","2","308","16.3","6.4","0.2","295.694","20.081","990.284","939.34"
"7","12","11","328","422","16.6","6.3","0.2","761.143","26.461","2540.872","2434.984"
"7","12","12","3","349","16.8","6.2","0.2","337.923","21.211","1126.737","1070.958"
"7","12","13","371","411","16.8","6.1","0.2","780.223","27.137","2602.476","2494.406"
"7","12","14","2","299","16.7","5.9","0.2","286.471","20.573","958.936","909.103"
"7","12","15","6","290","16.7","5.7","0.2","279.408","20.572","941.093","891.893"
"7","12","16","1","183","16.6","5.5","0.2","171.884","19.044","578.956","542.587"
"7","12","17","87","238","16.5","5.5","0.2","249.721","20.054","850.774","804.773"
"7","12","18","633","58","16.1","5.4","0.2","140.258","17.956","361.495","332.832"
"7","12","19","426","37","15.5","5.4","0.2","29.576","15.917","87.146","68.204"
"7","12","20","0","0","14.7","5.4","0.2","0","14.7","0","0"
"7","12","21","0","0","14.2","5.4","0.2","0","14.2","0","0"
"7","12","22","0","0","13.8","5.4","0.2","0","13.8","0","0"
"7","12","23","0","0","13.5","5.3","0.2","0","13.5","0","0"
"7","13","0","0","0","13.4","5.1","0.2","0","13.4","0","0"
"7","13","1","0","0","13.2","5","0.2","0","13.2","0","0"
"7","13","2","0","0","13","4.9","0.2","0","13","0","0"
"7","13","3","0","0","13","4.7","0.2","0","13","0","0"
"7","13","4","0","0","13.3","4.6","0.2","0","0","0","0"
"7","13","5","400","38","13.9","4.6","0.2","42.023","14.506","100.622","81.202"
"7","13","6","41","147","14.4","4.5","0.2","143.281","16.712","484.741","451.71"
"7","13","7","21","213","15","4.5","0.2","207.913","18.359","710.52","669.489"
"7","13","8","1","185","15.5","4.6","0.2","174.273","18.27","586.347","549.716"
"7","13","9","870","89","15.9","4.7","0.2","784.941","28.267","2654.405","2544.494"
"7","13","10","64","382","16.2","4.9","0.2","435.825","22.846","1461.659","1394.012"
"7","13","11","163","449","16.4","5","0.2","618.227","25.71","2060.434","1971.571"
"7","13","12","25","406","16.7","5.2","0.2","416.703","22.811","1389.012","1323.939"
"7","13","13","0","250","16.8","5.4","0.2","237.393","20.198","788.366","744.577"
"7","13","14","2","313","17","5.6","0.2","300.257","21.202","1003.936","952.508"
"7","13","15","0","152","17","5.9","0.2","142.475","18.929","472.577","439.978"
"7","13","16","825","85","16.9","6.1","0.2","541.126","24.127","1878.558","1796.139"
"7","13","17","755","73","16.7","6.2","0.2","336.525","21.08","1110.58","1055.373"
"7","13","18","637","58","16.2","6.1","0.2","140.314","17.912","360.957","332.313"
"7","13","19","420","37","15.5","5.9","0.2","29.717","15.894","87.117","68.176"
"7","13","20","0","0","14.8","5.7","0.2","0","14.8","0","0"
"7","13","21","0","0","14.3","5.5","0.2","0","14.3","0","0"
"7","13","22","0","0","14","5.3","0.2","0","14","0","0"
"7","13","23","0","0","13.8","5.2","0.2","0","13.8","0","0"
"7","14","0","0","0","13.7","5.1","0.2","0","13.7","0","0"
"7","14","1","0","0","13.6","5","0.2","0","13.6","0","0"
"7","14","2","0","0","13.6","4.9","0.2","0","13.6","0","0"
"7","14","3","0","0","13.6","4.9","0.2","0","13.6","0","0"
"7","14","4","0","0","13.6","5","0.2","0","0","0","0"
"7","14","5","406","36","14.1","5.2","0.2","39.762","14.629","93.927","74.744"
"7","14","6","634","57","14.6","5.1","0.2","206.515","17.575","622.669","584.751"
"7","14","7","757","70","15.2","4.9","0.2","409.205","21.477","1408.584","1342.818"
"7","14","8","835","80","15.8","4.4","0.2","613.766","25.886","2110.422","2019.787"
"7","14","9","885","85","16.3","3.8","0.2","791.935","30.444","2656.475","2546.491"
"7","14","10","118","405","16.8","3.4","0.2","517.36","26.561","1718.582","1641.831"
"7","14","11","113","411","17.1","2.9","0.2","529.957","27.946","1746.702","1668.955"
"7","14","12","273","456","17.4","2.6","0.2","747.821","33.549","2424.821","2323.046"
"7","14","13","394","399","17.6","2.6","0.2","789.79","34.677","2560.822","2454.228"
"7","14","14","345","386","17.7","2.8","0.2","692.267","32.158","2273.374","2176.965"
"7","14","15","849","102","17.8","2.9","0.2","720.273","32.656","2402.443","2301.46"
"7","14","16","178","313","17.7","3.1","0.2","399.156","25.645","1350.248","1286.549"
"7","14","17","227","203","17.4","3.3","0.2","267.907","22.544","897.315","849.665"
"7","14","18","174","132","17","3.4","0.2","138.404","19.577","435.121","403.849"
"7","14","19","0","19","16.5","3.7","0.2","17.641","16.811","49.994","32.368"
"7","14","20","0","0","15.8","4.1","0.2","0","15.8","0","0"
"7","14","21","0","0","15.3","4.3","0.2","0","15.3","0","0"
"7","14","22","0","0","14.8","4.4","0.2","0","14.8","0","0"
"7","14","23","0","0","14.3","4.2","0.2","0","14.3","0","0"
"7","15","0","0","0","13.9","4.1","0.2","0","13.9","0","0"
"7","15","1","0","0","13.6","3.8","0.2","0","13.6","0","0"
"7","15","2","0","0","13.4","3.5","0.2","0","13.4","0","0"
"7","15","3","0","0","13.4","3.3","0.2","0","13.4","0","0"
"7","15","4","0","0","13.8","3.1","0.2","0","0","0","0"
"7","15","5","415","32","14.5","3.3","0.2","35.896","15.116","81.71","62.96"
"7","15","6","31","142","14.9","3.6","0.2","136.383","17.405","460.407","428.239"
"7","15","7","4","154","15.3","4","0.2","145.285","17.816","491.751","458.472"
"7","15","8","22","244","15.6","4.5","0.2","243.994","19.533","826.944","781.788"
"7","15","9","1","237","16","4.8","0.2","224.96","19.476","753.557","711.001"
"7","15","10","1","265","16.5","5","0.2","252.775","20.302","842.378","796.675"
"7","15","11","14","367","16.9","5","0.2","366.576","22.411","1220.803","1161.691"
"7","15","12","164","381","17.3","5","0.2","551.656","25.608","1838.695","1757.688"
"7","15","13","7","354","17.6","5","0.2","346.439","22.809","1151.178","1094.533"
"7","15","14","8","329","18","4.9","0.2","321.274","22.898","1069.619","1015.863"
"7","15","15","15","297","18.2","4.8","0.2","292.866","22.731","980.246","929.657"
"7","15","16","1","196","18.3","4.7","0.2","184.254","21.195","616.954","579.238"
"7","15","17","669","85","18.1","4.7","0.2","316.137","23.025","1035.887","983.327"
"7","15","18","546","66","17.7","4.7","0.2","133.894","19.655","352.296","323.958"
"7","15","19","330","39","17.3","4.7","0.2","32.125","17.791","92.428","73.298"
"7","15","20","0","0","16.9","4.8","0.2","0","16.9","0","0"
"7","15","21","0","0","16.6","4.7","0.2","0","16.6","0","0"
"7","15","22","0","0","16.2","4.6","0.2","0","16.2","0","0"
"7","15","23","0","0","15.9","4.6","0.2","0","15.9","0","0"
"7","16","0","0","0","15.6","4.7","0.2","0","15.6","0","0"
"7","16","1","0","0","15.4","4.7","0.2","0","15.4","0","0"
"7","16","2","0","0","15.3","4.6","0.2","0","15.3","0","0"
"7","16","3","0","0","15.3","4.4","0.2","0","15.3","0","0"
"7","16","4","0","0","15.5","4.3","0.2","0","0","0","0"
"7","16","5","0","10","15.9","4.3","0.2","9.269","16.053","27.632","10.799"
"7","16","6","568","62","16.3","4.2","0.2","192.315","19.423","576.297","540.022"
"7","16","7","690","80","16.6","4.1","0.2","387.532","23.219","1322.853","1260.125"
"7","16","8","767","93","17","3.9","0.2","583.899","27.294","1995.269","1908.714"
"7","16","9","824","98","17.3","3.6","0.2","755.793","31.21","2527.439","2422.028"
"7","16","10","859","103","17.8","3.3","0.2","890.538","34.955","2917.074","2797.857"
"7","16","11","883","101","18.4","3.2","0.2","971.056","37.397","3138.652","3011.583"
"7","16","12","892","99","18.9","3.3","0.2","990.851","37.971","3192.738","3063.752"
"7","16","13","885","99","19.2","3.5","0.2","948.156","36.89","3075.111","2950.293"
"7","16","14","862","97","19.4","3.6","0.2","844.097","34.924","2772.888","2658.78"
"7","16","15","832","91","19.5","3.6","0.2","696.124","32.323","2326.054","2227.778"
"7","16","16","778","86","19.5","3.5","0.2","515.202","29.159","1753.653","1675.66"
"7","16","17","17","186","19.4","3.3","0.2","177.692","22.825","595.334","558.385"
"7","16","18","566","61","19.1","3.1","0.2","131.465","21.514","337.595","309.778"
"7","16","19","344","37","18.6","2.8","0.2","30.207","19.213","85.312","66.435"
"7","16","20","0","0","18","2.6","0.2","0","18","0","0"
"7","16","21","0","0","17.6","2.5","0.2","0","17.6","0","0"
"7","16","22","0","0","17.2","2.6","0.2","0","17.2","0","0"
"7","16","23","0","0","16.8","2.7","0.2","0","16.8","0","0"
"7","17","0","0","0","16.4","2.8","0.2","0","16.4","0","0"
"7","17","1","0","0","16.1","3","0.2","0","16.1","0","0"
"7","17","2","0","0","15.9","3","0.2","0","15.9","0","0"
"7","17","3","0","0","15.9","2.9","0.2","0","15.9","0","0"
"7","17","4","0","0","16.1","2.9","0.2","0","0","0","0"
"7","17","5","367","34","16.7","2.9","0.2","34.738","17.354","83.621","64.803"
"7","17","6","590","56","17.2","2.5","0.2","190.944","21.26","563.553","527.729"
"7","17","7","715","70","18","2.3","0.2","387.678","26.894","1304.294","1242.224"
"7","17","8","60","281","18.7","2.3","0.2","308.245","25.758","1028.307","976.015"
"7","17","9","49","321","19.3","2.5","0.2","352.127","27.048","1162.785","1105.728"
"7","17","10","106","380","19.7","2.6","0.2","472.12","29.893","1546.41","1475.76"
"7","17","11","173","432","20","2.6","0.2","610.579","33.18","1978.632","1892.667"
"7","17","12","869","108","20.4","2.6","0.2","977.216","41.584","3104.028","2978.186"
"7","17","13","865","107","20.7","2.6","0.2","937.237","41.026","2990.242","2868.432"
"7","17","14","849","103","20.9","2.5","0.2","838.846","39.445","2706.736","2594.971"
"7","17","15","820","97","21.1","2.5","0.2","693.215","36.451","2278.835","2182.233"
"7","17","16","775","87","21.1","2.4","0.2","514.071","32.723","1725.649","1648.648"
"7","17","17","707","74","20.9","2.4","0.2","318.587","27.995","1021.151","969.114"
"7","17","18","591","57","20.5","2.2","0.2","130.563","23.301","327.505","300.046"
"7","17","19","383","34","19.8","1.9","0.2","27.295","20.455","75.435","56.907"
"7","17","20","0","0","19.1","1.7","0.2","0","19.1","0","0"
"7","17","21","0","0","18.6","1.7","0.2","0","18.6","0","0"
"7","17","22","0","0","18.1","1.6","0.2","0","18.1","0","0"
"7","17","23","0","0","17.6","1.6","0.2","0","17.6","0","0"
"7","18","0","0","0","17.3","1.6","0.2","0","17.3","0","0"
"7","18","1","0","0","17","1.7","0.2","0","17","0","0"
"7","18","2","0","0","16.9","1.7","0.2","0","16.9","0","0"
"7","18","3","0","0","16.8","1.7","0.2","0","16.8","0","0"
"7","18","4","0","0","16.8","1.7","0.2","0","0","0","0"
"7","18","5","343","35","17.2","1.9","0.2","34.294","17.988","84.978","66.112"
"7","18","6","570","61","17.7","1.7","0.2","190.012","22.442","559.91","524.216"
"7","18","7","250","183","18.3","1.5","0.2","286.311","26.051","958.941","909.108"
"7","18","8","779","89","18.9","1.4","0.2","585.686","35.175","1941.916","1857.252"
"7","18","9","553","188","19.3","1.4","0.2","638.684","36.99","2078.568","1989.062"
"7","18","10","866","100","19.8","1.4","0.2","892.643","44.523","2815.261","2699.65"
"7","18","11","886","103","20.4","1.5","0.2","975.213","46.782","3035.444","2912.032"
"7","18","12","901","99","20.9","1.7","0.2","999.031","46.759","3107.262","2981.305"
"7","18","13","900","96","21.1","1.9","0.2","958.559","44.897","3011.111","2888.561"
"7","18","14","889","92","21.1","2.1","0.2","861.269","41.655","2755.357","2641.87"
"7","18","15","867","84","20.9","2.3","0.2","713.162","37.298","2338.208","2239.502"
"7","18","16","827","76","20.7","2.4","0.2","529.922","32.684","1781.3","1702.327"
"7","18","17","761","66","20.3","2.6","0.2","328.731","27.352","1054.762","1001.534"
"7","18","18","645","52","19.5","2.7","0.2","134.316","22.107","332.374","304.742"
"7","18","19","429","32","18.6","2.9","0.2","25.451","19.104","69.621","51.3"
"7","18","20","0","0","18","3.3","0.2","0","18","0","0"
"7","18","21","0","0","17.7","3.9","0.2","0","17.7","0","0"
"7","18","22","0","0","17.6","4.5","0.2","0","17.6","0","0"
"7","18","23","0","0","17.5","4.9","0.2","0","17.5","0","0"
"7","19","0","0","0","17.4","5.3","0.2","0","17.4","0","0"
"7","19","1","0","0","17.4","5.5","0.2","0","17.4","0","0"
"7","19","2","0","0","17.4","5.7","0.2","0","17.4","0","0"
"7","19","3","0","0","17.4","5.8","0.2","0","17.4","0","0"
"7","19","4","0","0","17.6","5.9","0.2","0","0","0","0"
"7","19","5","298","36","18","5.9","0.2","33.482","18.428","86.333","67.419"
"7","19","6","532","64","18.4","5.6","0.2","183.101","20.886","544.192","509.055"
"7","19","7","666","83","18.9","5.3","0.2","376.544","24.393","1277.551","1216.428"
"7","19","8","750","97","19.4","5.2","0.2","574.848","27.917","1959.766","1874.469"
"7","19","9","806","105","19.8","5.1","0.2","746.734","30.98","2499.595","2395.17"
"7","19","10","842","110","20.2","5.1","0.2","880.777","33.369","2903.428","2784.694"
"7","19","11","863","112","20.8","5.1","0.2","961.797","35.17","3136.213","3009.23"
"7","19","12","865","115","21.4","5.1","0.2","979.852","36.037","3181.297","3052.717"
"7","19","13","858","116","21.9","5.1","0.2","939.268","35.936","3057.331","2933.144"
"7","19","14","833","115","22.2","5.1","0.2","836.744","34.717","2750.263","2636.956"
"7","19","15","780","116","22.2","4.8","0.2","685.77","32.872","2284.714","2187.903"
"7","19","16","711","111","22","4.5","0.2","502.115","30.146","1700.215","1624.115"
"7","19","17","608","99","21.6","4.2","0.2","306.207","26.706","989.357","938.446"
"7","19","18","9","134","21.1","4.1","0.2","118.706","23.126","390.084","360.407"
"7","19","19","0","20","20.6","4.2","0.2","18.577","20.9","48.887","31.301"
"7","19","20","0","0","20.2","4.4","0.2","0","20.2","0","0"
"7","19","21","0","0","20.1","4.5","0.2","0","20.1","0","0"
"7","19","22","0","0","19.9","4.7","0.2","0","19.9","0","0"
"7","19","23","0","0","19.5","4.6","0.2","0","19.5","0","0"
"7","20","0","0","0","19.1","4.3","0.2","0","19.1","0","0"
"7","20","1","0","0","18.7","4.1","0.2","0","18.7","0","0"
"7","20","2","0","0","18.3","4.5","0.2","0","18.3","0","0"
"7","20","3","0","0","18","5.4","0.2","0","18","0","0"
"7","20","4","0","0","18","5.9","0.2","0","0","0","0"
"7","20","5","164","43","18.2","6","0.2","36.279","18.674","104.147","84.603"
"7","20","6","409","84","18.6","5.8","0.2","171.633","20.894","521.544","487.209"
"7","20","7","34","182","19.2","5.5","0.2","186.186","21.852","625.845","587.815"
"7","20","8","668","128","19.8","5","0.2","554.504","28.219","1884.752","1802.114"
"7","20","9","729","141","20.5","4.8","0.2","728.01","31.817","2425.616","2323.812"
"7","20","10","767","150","20.9","4.7","0.2","859.579","34.419","2818.872","2703.134"
"7","20","11","337","418","21.2","4.7","0.2","765.781","33.201","2493.275","2389.074"
"7","20","12","844","126","21.3","4.7","0.2","970.144","36.55","3143.25","3016.018"
"7","20","13","847","120","21.3","4.8","0.2","932.605","35.777","3037.724","2914.232"
"7","20","14","837","113","21.1","4.9","0.2","837.681","33.951","2761.998","2648.275"
"7","20","15","811","104","20.7","5","0.2","695.156","31.247","2332.138","2233.647"
"7","20","16","774","91","20.3","5","0.2","515.746","28.143","1762.893","1684.572"
"7","20","17","711","75","19.7","5","0.2","318.769","24.473","1034.485","981.975"
"7","20","18","603","57","19","4.9","0.2","129.867","20.821","326.209","298.796"
"7","20","19","389","33","18.1","4.7","0.2","26.837","18.502","71.225","52.847"
"7","20","20","0","0","17.3","4.6","0.2","0","17.3","0","0"
"7","20","21","0","0","16.8","4.7","0.2","0","16.8","0","0"
"7","20","22","0","0","16.4","4.7","0.2","0","16.4","0","0"
"7","20","23","0","0","16.3","4.5","0.2","0","16.3","0","0"
"7","21","0","0","0","16.1","4.4","0.2","0","16.1","0","0"
"7","21","1","0","0","16","4.2","0.2","0","16","0","0"
"7","21","2","0","0","15.8","4","0.2","0","15.8","0","0"
"7","21","3","0","0","15.7","3.9","0.2","0","15.7","0","0"
"7","21","4","0","0","15.8","3.8","0.2","0","0","0","0"
"7","21","5","0","13","16.3","3.8","0.2","12.053","16.514","36.109","18.976"
"7","21","6","38","137","16.6","3.4","0.2","133.163","19.121","444.73","413.117"
"7","21","7","268","175","16.9","2.9","0.2","285.669","22.78","968.828","918.644"
"7","21","8","528","152","17.1","2.4","0.2","490.293","28.162","1661.229","1586.511"
"7","21","9","524","201","17.2","2.1","0.2","624.456","32.093","2071.076","1981.835"
"7","21","10","566","192","17.4","1.8","0.2","724.625","35.755","2360.21","2260.725"
"7","21","11","389","305","17.6","1.8","0.2","708.683","35.515","2293.478","2196.357"
"7","21","12","376","334","17.8","2.2","0.2","732.545","34.871","2373.581","2273.621"
"7","21","13","551","226","18","2.3","0.2","772.636","35.691","2510.243","2405.441"
"7","21","14","348","303","18.1","2.3","0.2","610.032","32.064","2007.547","1920.557"
"7","21","15","12","235","18.1","2.4","0.2","230.775","23.276","766.045","723.047"
"7","21","16","1","88","18","2.3","0.2","82.528","19.891","269.77","244.357"
"7","21","17","1","133","17.9","2.3","0.2","123.687","20.741","413.393","382.891"
"7","21","18","14","89","17.7","2.3","0.2","82.356","19.586","269.164","243.772"
"7","21","19","0","10","17.3","2.5","0.2","9.271","17.493","22.926","6.26"
"7","21","20","0","0","17","2.6","0.2","0","17","0","0"
"7","21","21","0","0","16.8","2.5","0.2","0","16.8","0","0"
"7","21","22","0","0","16.6","2.2","0.2","0","16.6","0","0"
"7","21","23","0","0","16.5","2","0.2","0","16.5","0","0"
"7","22","0","0","0","16.3","1.9","0.2","0","16.3","0","0"
"7","22","1","0","0","16.1","1.9","0.2","0","16.1","0","0"
"7","22","2","0","0","16","1.7","0.2","0","16","0","0"
"7","22","3","0","0","15.9","1.6","0.2","0","15.9","0","0"
"7","22","4","0","0","16.1","1.4","0.2","0","0","0","0"
"7","22","5","319","32","16.5","1.3","0.2","28.576","17.263","74.036","55.558"
"7","22","6","573","56","17.1","1.2","0.2","182.219","22.178","530.568","495.914"
"7","22","7","257","177","17.8","1.1","0.2","282.481","26.203","944.84","895.507"
"7","22","8","481","167","18.5","1.1","0.2","472.482","32.586","1571.192","1499.664"
"7","22","9","542","201","19","1.1","0.2","641.355","38.083","2078.191","1988.699"
"7","22","10","510","304","19.4","1.2","0.2","784.859","42.142","2484.025","2380.152"
"7","22","11","891","97","19.6","1.4","0.2","971.804","46.5","3030.112","2906.889"
"7","22","12","887","103","19.7","1.6","0.2","987.718","45.831","3085.094","2959.922"
"7","22","13","881","103","19.7","1.8","0.2","946.207","43.687","2987.974","2866.244"
"7","22","14","863","100","19.7","2","0.2","845.437","40.286","2720.359","2608.111"
"7","22","15","830","95","19.6","2.2","0.2","695.592","35.905","2293.157","2196.047"
"7","22","16","778","88","19.5","2.4","0.2","513.416","31.11","1735.476","1658.127"
"7","22","17","694","78","19.2","2.5","0.2","313.198","26.043","1008.953","957.348"
"7","22","18","557","61","18.8","2.3","0.2","125.817","21.454","319.524","292.348"
"7","22","19","310","35","18.3","2.3","0.2","29.427","18.931","74.042","55.564"
"7","22","20","0","0","17.9","2.5","0.2","0","17.9","0","0"
"7","22","21","0","0","17.7","2.7","0.2","0","17.7","0","0"
"7","22","22","0","0","17.4","2.6","0.2","0","17.4","0","0"
"7","22","23","0","0","17.1","2.4","0.2","0","17.1","0","0"
"7","23","0","0","0","16.8","2.1","0.2","0","16.8","0","0"
"7","23","1","0","0","16.7","1.6","0.2","0","16.7","0","0"
"7","23","2","0","0","16.7","1.4","0.2","0","16.7","0","0"
"7","23","3","0","0","16.7","1.3","0.2","0","16.7","0","0"
"7","23","4","0","0","16.7","1.2","0.2","0","0","0","0"
"7","23","5","259","36","17.1","1.3","0.2","30.906","17.942","85.411","66.53"
"7","23","6","501","68","17.4","1.6","0.2","176.362","21.902","520.893","486.582"
"7","23","7","638","91","17.8","1.7","0.2","368.723","27.348","1234.565","1174.965"
