"PVWatts Hourly PV Performance Data"
"Requested Location","weymouth"
"Location","Lat, Lng: 50.61, -2.46"
"Latitude (DD)","50.61"
"Longitude (DD)","-2.46"
"Elevation (m)","6"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","18","18","0","0","8.3","0.7","0.2","0","8.3","0","0"
"2","18","19","0","0","8.3","0.8","0.2","0","8.3","0","0"
"2","18","20","0","0","8.2","0.8","0.2","0","8.2","0","0"
"2","18","21","0","0","8.1","0.8","0.2","0","8.1","0","0"
"2","18","22","0","0","8.1","0.8","0.2","0","8.1","0","0"
"2","18","23","0","0","8","0.7","0.2","0","8","0","0"
"2","19","0","0","0","8","0.6","0.2","0","8","0","0"
"2","19","1","0","0","7.9","0.5","0.2","0","7.9","0","0"
"2","19","2","0","0","7.8","0.6","0.2","0","7.8","0","0"
"2","19","3","0","0","7.8","1.1","0.2","0","7.8","0","0"
"2","19","4","0","0","7.6","1.6","0.2","0","7.6","0","0"
"2","19","5","0","0","7.5","2.1","0.2","0","7.5","0","0"
"2","19","6","0","0","7.3","2.5","0.2","0","7.3","0","0"
"2","19","7","0","0","7.3","2.8","0.2","0","0","0","0"
"2","19","8","0","11","7.6","3","0.2","10.197","7.806","31.917","14.931"
"2","19","9","0","8","7.9","2.8","0.2","7.419","8.056","23.251","6.573"
"2","19","10","2","141","8.4","2.4","0.2","139.338","11.54","485.233","452.185"
"2","19","11","0","141","8.9","2","0.2","136.387","12.219","471.463","438.903"
"2","19","12","5","198","9.2","1.7","0.2","201.244","14.413","698.086","657.496"
"2","19","13","1","84","9.4","1.6","0.2","79.114","11.495","269.066","243.678"
"2","19","14","80","191","9.4","1.5","0.2","255.242","16.33","894.543","846.992"
"2","19","15","0","11","9.3","1.4","0.2","10.201","9.583","32.193","15.198"
"2","19","16","0","5","9","1.4","0.2","4.631","9.128","13.714","0"
"2","19","17","0","7","8.5","1.5","0.2","6.659","8.651","12.645","0"
"2","19","18","0","0","8.2","1.8","0.2","0","8.2","0","0"
"2","19","19","0","0","7.9","2.1","0.2","0","7.9","0","0"
"2","19","20","0","0","7.5","2.3","0.2","0","7.5","0","0"
"2","19","21","0","0","7.2","2.3","0.2","0","7.2","0","0"
"2","19","22","0","0","6.9","2.6","0.2","0","6.9","0","0"
"2","19","23","0","0","6.5","3","0.2","0","6.5","0","0"
"2","20","0","0","0","6.2","3.3","0.2","0","6.2","0","0"
"2","20","1","0","0","6","3.3","0.2","0","6","0","0"
"2","20","2","0","0","5.7","3","0.2","0","5.7","0","0"
"2","20","3","0","0","5.5","2.9","0.2","0","5.5","0","0"
"2","20","4","0","0","5.2","2.9","0.2","0","5.2","0","0"
"2","20","5","0","0","4.9","2.9","0.2","0","4.9","0","0"
"2","20","6","0","0","4.6","3","0.2","0","4.6","0","0"
"2","20","7","0","0","4.4","2.9","0.2","0","0","0","0"
"2","20","8","0","20","4.5","2.6","0.2","18.557","4.902","60.545","42.546"
"2","20","9","16","145","4.8","2.3","0.2","155.497","8.375","552.387","516.96"
"2","20","10","118","220","5.2","1.9","0.2","316.141","13.074","1127.653","1071.842"
"2","20","11","162","258","5.7","1.7","0.2","408.762","16.313","1444.298","1377.266"
"2","20","12","225","269","6.4","1.8","0.2","472.502","18.411","1661.263","1586.543"
"2","20","13","75","272","7.1","1.9","0.2","354.373","15.913","1246.717","1186.686"
"2","20","14","69","237","7.7","1.9","0.2","306.494","15.33","1081.311","1027.142"
"2","20","15","4","122","8","1.9","0.2","124.249","11.091","432.807","401.617"
"2","20","16","0","5","7.8","1.6","0.2","4.631","7.922","13.833","0"
"2","20","17","0","7","7.5","1.5","0.2","6.659","7.651","12.71","0"
"2","20","18","0","0","7.5","1.6","0.2","0","7.5","0","0"
"2","20","19","0","0","7.4","1.8","0.2","0","7.4","0","0"
"2","20","20","0","0","7.3","1.9","0.2","0","7.3","0","0"
"2","20","21","0","0","7.1","2.3","0.2","0","7.1","0","0"
"2","20","22","0","0","6.8","2.7","0.2","0","6.8","0","0"
"2","20","23","0","0","6.5","3","0.2","0","6.5","0","0"
"2","21","0","0","0","6.2","3.1","0.2","0","6.2","0","0"
"2","21","1","0","0","6","3.1","0.2","0","6","0","0"
"2","21","2","0","0","5.8","3.3","0.2","0","5.8","0","0"
"2","21","3","0","0","5.6","3.4","0.2","0","5.6","0","0"
"2","21","4","0","0","5.5","3.5","0.2","0","5.5","0","0"
"2","21","5","0","0","5.4","3.5","0.2","0","5.4","0","0"
"2","21","6","0","0","5.3","3.5","0.2","0","5.3","0","0"
"2","21","7","0","0","5.6","3.5","0.2","0","0","0","0"
"2","21","8","0","14","6.3","3.7","0.2","12.982","6.535","41.46","24.137"
"2","21","9","21","150","7","4","0.2","163.393","9.837","578.353","542.005"
"2","21","10","144","217","7.8","4.3","0.2","336.809","13.41","1202.375","1143.915"
"2","21","11","178","254","8.5","4.4","0.2","415.459","15.32","1474.171","1406.081"
"2","21","12","256","255","9","4.4","0.2","478.922","16.864","1695.199","1619.277"
"2","21","13","184","261","9.3","4.2","0.2","426.631","16.501","1508.661","1439.349"
"2","21","14","178","227","9.4","3.9","0.2","368.163","15.893","1306.73","1244.573"
"2","21","15","45","178","9.3","3.5","0.2","220.91","13.433","778.376","734.941"
"2","21","16","0","39","8.7","3.3","0.2","36.493","9.4","119.119","99.044"
"2","21","17","0","5","8","3.8","0.2","4.756","8.071","8.912","0"
"2","21","18","0","0","7.5","4.7","0.2","0","7.5","0","0"
"2","21","19","0","0","7.1","5.3","0.2","0","7.1","0","0"
"2","21","20","0","0","6.8","5.7","0.2","0","6.8","0","0"
"2","21","21","0","0","6.7","5.9","0.2","0","6.7","0","0"
"2","21","22","0","0","6.6","5.9","0.2","0","6.6","0","0"
"2","21","23","0","0","6.6","5.9","0.2","0","6.6","0","0"
"2","22","0","0","0","6.6","5.7","0.2","0","6.6","0","0"
"2","22","1","0","0","6.5","5.4","0.2","0","6.5","0","0"
"2","22","2","0","0","6.5","5.3","0.2","0","6.5","0","0"
"2","22","3","0","0","6.7","5.4","0.2","0","6.7","0","0"
"2","22","4","0","0","6.9","5.6","0.2","0","6.9","0","0"
"2","22","5","0","0","7.1","5.9","0.2","0","7.1","0","0"
"2","22","6","0","0","7.2","6.1","0.2","0","7.2","0","0"
"2","22","7","0","0","7.6","6.5","0.2","0","0","0","0"
"2","22","8","0","13","8.4","6.8","0.2","12.054","8.549","38.068","20.865"
"2","22","9","0","41","9.1","6.1","0.2","38.099","9.608","127.524","107.151"
"2","22","10","0","58","9.7","5.8","0.2","53.953","10.443","181.861","159.563"
"2","22","11","1","169","10.1","5.8","0.2","166.232","12.386","577.452","541.137"
"2","22","12","79","283","10.2","5.7","0.2","369.9","15.351","1302.155","1240.16"
"2","22","13","39","256","10.2","5.5","0.2","306.452","14.568","1077.545","1023.509"
"2","22","14","30","223","9.9","5.3","0.2","249.795","13.551","880.509","833.455"
"2","22","15","0","90","9.5","5.1","0.2","86.54","10.796","297.83","271.423"
"2","22","16","0","19","9.1","5.1","0.2","17.628","9.363","55.873","38.039"
"2","22","17","0","5","8.7","5.5","0.2","4.756","8.757","8.88","0"
"2","22","18","0","0","8.4","5.6","0.2","0","8.4","0","0"
"2","22","19","0","0","8.1","5.1","0.2","0","8.1","0","0"
"2","22","20","0","0","7.9","4.9","0.2","0","7.9","0","0"
"2","22","21","0","0","7.7","4.8","0.2","0","7.7","0","0"
"2","22","22","0","0","7.6","4.7","0.2","0","7.6","0","0"
"2","22","23","0","0","7.4","4.8","0.2","0","7.4","0","0"
"2","23","0","0","0","7.2","4.8","0.2","0","7.2","0","0"
"2","23","1","0","0","7.2","4.9","0.2","0","7.2","0","0"
"2","23","2","0","0","7.3","4.8","0.2","0","7.3","0","0"
"2","23","3","0","0","7.3","4.7","0.2","0","7.3","0","0"
"2","23","4","0","0","7.3","4.6","0.2","0","7.3","0","0"
"2","23","5","0","0","7.4","4.6","0.2","0","7.4","0","0"
"2","23","6","0","0","7.4","4.6","0.2","0","7.4","0","0"
"2","23","7","0","0","7.6","4.6","0.2","0","0","0","0"
"2","23","8","0","4","8","4.7","0.2","3.706","8.058","11.114","0"
"2","23","9","0","65","8.5","4.7","0.2","60.486","9.453","206.431","183.262"
"2","23","10","76","234","8.9","4.7","0.2","304.579","13.702","1079.577","1025.469"
"2","23","11","0","86","9.2","4.4","0.2","80.209","10.513","273.354","247.814"
"2","23","12","1","163","9.4","4.1","0.2","159.181","12.117","551.859","516.45"
"2","23","13","1","160","9.6","3.9","0.2","156.616","12.352","543.203","508.101"
"2","23","14","0","110","9.6","3.8","0.2","104.991","11.475","361.884","333.207"
"2","23","15","2","116","9.5","3.6","0.2","115.367","11.625","400.068","370.038"
"2","23","16","0","19","9.2","3.3","0.2","17.628","9.538","55.935","38.099"
"2","23","17","0","5","8.8","3.2","0.2","4.756","8.878","8.875","0"
"2","23","18","0","0","8.6","3.2","0.2","0","8.6","0","0"
"2","23","19","0","0","8.5","3.2","0.2","0","8.5","0","0"
"2","23","20","0","0","8.4","3.1","0.2","0","8.4","0","0"
"2","23","21","0","0","8.4","2.9","0.2","0","8.4","0","0"
"2","23","22","0","0","8.3","2.8","0.2","0","8.3","0","0"
"2","23","23","0","0","8.3","2.8","0.2","0","8.3","0","0"
"2","24","0","0","0","8.2","2.9","0.2","0","8.2","0","0"
"2","24","1","0","0","8.1","2.9","0.2","0","8.1","0","0"
"2","24","2","0","0","8.1","2.9","0.2","0","8.1","0","0"
"2","24","3","0","0","8","2.9","0.2","0","8","0","0"
"2","24","4","0","0","8","2.9","0.2","0","8","0","0"
"2","24","5","0","0","7.9","2.8","0.2","0","7.9","0","0"
"2","24","6","0","0","7.9","2.7","0.2","0","7.9","0","0"
"2","24","7","0","2","8","2.7","0.2","1.851","8.033","3.303","0"
"2","24","8","0","13","8.3","2.5","0.2","12.054","8.566","38.168","20.961"
"2","24","9","0","9","8.7","1.9","0.2","8.348","8.908","26.197","9.415"
"2","24","10","0","15","9.4","1.6","0.2","13.927","9.769","44.371","26.944"
"2","24","11","0","18","10.1","1.4","0.2","16.722","10.563","53.305","35.562"
"2","24","12","0","153","10.4","1.1","0.2","147.734","14.792","505.311","471.551"
"2","24","13","0","19","10.6","0.9","0.2","17.65","11.152","56.289","38.44"
"2","24","14","0","16","10.6","0.7","0.2","14.854","11.091","47.228","29.7"
"2","24","15","0","11","10.5","0.5","0.2","10.203","10.857","32.022","15.033"
"2","24","16","0","6","10.4","0.3","0.2","5.559","10.606","16.659","0.214"
"2","24","17","0","5","10.2","0.1","0.2","4.756","10.358","8.806","0"
"2","24","18","0","0","10","0.2","0.2","0","10","0","0"
"2","24","19","0","0","9.7","0.4","0.2","0","9.7","0","0"
"2","24","20","0","0","9.4","0.6","0.2","0","9.4","0","0"
"2","24","21","0","0","9.1","0.8","0.2","0","9.1","0","0"
"2","24","22","0","0","8.9","0.9","0.2","0","8.9","0","0"
"2","24","23","0","0","8.8","1.1","0.2","0","8.8","0","0"
"2","25","0","0","0","8.6","1.2","0.2","0","8.6","0","0"
"2","25","1","0","0","8.5","1.5","0.2","0","8.5","0","0"
"2","25","2","0","0","8.4","1.7","0.2","0","8.4","0","0"
"2","25","3","0","0","8.3","1.8","0.2","0","8.3","0","0"
"2","25","4","0","0","8.1","1.7","0.2","0","8.1","0","0"
"2","25","5","0","0","8","1.7","0.2","0","8","0","0"
"2","25","6","0","0","7.9","1.8","0.2","0","7.9","0","0"
"2","25","7","0","2","8.2","2","0.2","1.851","8.238","3.299","0"
"2","25","8","0","5","8.6","2.3","0.2","4.633","8.706","14.034","0"
"2","25","9","0","10","8.8","2.6","0.2","9.277","9.002","29.237","12.347"
"2","25","10","0","15","9","3","0.2","13.928","9.282","44.456","27.027"
"2","25","11","0","22","9.1","3.3","0.2","20.442","9.494","66.044","47.85"
"2","25","12","0","55","9","3.5","0.2","51.174","9.954","171.372","149.446"
"2","25","13","0","29","9","3.6","0.2","26.952","9.495","88.198","69.218"
"2","25","14","0","35","9","3.4","0.2","32.523","9.617","107.729","88.058"
"2","25","15","0","12","8.8","3.2","0.2","11.131","9.018","35.386","18.278"
"2","25","16","0","14","8.6","3","0.2","12.982","8.862","40.895","23.592"
"2","25","17","0","11","8.3","3.2","0.2","10.464","8.472","20.323","3.749"
"2","25","18","0","0","8.2","3.4","0.2","0","8.2","0","0"
"2","25","19","0","0","8","3.6","0.2","0","8","0","0"
"2","25","20","0","0","7.9","3.8","0.2","0","7.9","0","0"
"2","25","21","0","0","7.7","4","0.2","0","7.7","0","0"
"2","25","22","0","0","7.5","4.1","0.2","0","7.5","0","0"
"2","25","23","0","0","7.4","4.1","0.2","0","7.4","0","0"
"2","26","0","0","0","7.4","4.4","0.2","0","7.4","0","0"
"2","26","1","0","0","7.4","4.5","0.2","0","7.4","0","0"
"2","26","2","0","0","7.3","4.8","0.2","0","7.3","0","0"
"2","26","3","0","0","7.4","5.1","0.2","0","7.4","0","0"
"2","26","4","0","0","7.4","5.1","0.2","0","7.4","0","0"
"2","26","5","0","0","7.2","5.2","0.2","0","7.2","0","0"
"2","26","6","0","0","7.1","5.2","0.2","0","7.1","0","0"
"2","26","7","0","3","7.1","5.3","0.2","2.777","7.134","5.084","0"
"2","26","8","0","3","7.3","5.2","0.2","2.779","7.341","8.28","0"
"2","26","9","0","5","7.6","5","0.2","4.637","7.67","14.237","0"
"2","26","10","0","30","8","5","0.2","27.875","8.422","92.057","72.941"
"2","26","11","0","43","8.4","5.1","0.2","39.988","8.998","133.204","112.63"
"2","26","12","3","118","8.8","5.3","0.2","114.037","10.462","393.07","363.288"
"2","26","13","45","215","9","5.4","0.2","258.879","12.734","912.219","864.041"
"2","26","14","61","203","9.1","5.4","0.2","254.6","12.777","901.411","853.616"
"2","26","15","0","42","9","5.5","0.2","39.031","9.557","130.805","110.316"
"2","26","16","25","101","8.6","5.3","0.2","118.944","10.329","406.855","376.584"
"2","26","17","0","6","8.1","5","0.2","5.708","8.172","10.785","0"
"2","26","18","0","0","7.9","4.9","0.2","0","7.9","0","0"
"2","26","19","0","0","7.8","4.9","0.2","0","7.8","0","0"
"2","26","20","0","0","7.6","4.9","0.2","0","7.6","0","0"
"2","26","21","0","0","7.5","5","0.2","0","7.5","0","0"
"2","26","22","0","0","7.5","5","0.2","0","7.5","0","0"
"2","26","23","0","0","7.5","5","0.2","0","7.5","0","0"
"2","27","0","0","0","7.5","5","0.2","0","7.5","0","0"
"2","27","1","0","0","7.6","5.1","0.2","0","7.6","0","0"
"2","27","2","0","0","7.7","5.2","0.2","0","7.7","0","0"
"2","27","3","0","0","7.8","5.3","0.2","0","7.8","0","0"
"2","27","4","0","0","7.9","5.3","0.2","0","7.9","0","0"
"2","27","5","0","0","7.9","5.1","0.2","0","7.9","0","0"
"2","27","6","0","0","7.9","4.9","0.2","0","7.9","0","0"
"2","27","7","0","4","8","4.7","0.2","3.704","8.052","7.738","0"
"2","27","8","0","17","8.1","4.5","0.2","15.769","8.355","50.755","33.103"
"2","27","9","3","124","8.4","4.2","0.2","122.465","10.466","427.377","396.379"
"2","27","10","27","216","8.8","3.6","0.2","236.249","13.147","830.41","785.131"
"2","27","11","4","194","9.3","3","0.2","194.005","13.224","673.85","634.119"
"2","27","12","91","292","9.6","2.8","0.2","387.293","17.714","1350.611","1286.899"
"2","27","13","10","152","9.7","2.8","0.2","154.138","12.927","532.938","498.2"
"2","27","14","9","137","9.6","2.9","0.2","138.315","12.45","479.54","446.694"
"2","27","15","0","20","9.4","2.9","0.2","18.562","9.783","60.177","42.19"
"2","27","16","0","6","9.1","2.6","0.2","5.559","9.22","16.854","0.403"
"2","27","17","0","5","8.5","2.3","0.2","4.756","8.591","8.888","0"
"2","27","18","0","0","8.2","2.2","0.2","0","8.2","0","0"
"2","27","19","0","0","8","2.1","0.2","0","8","0","0"
"2","27","20","0","0","7.8","1.9","0.2","0","7.8","0","0"
"2","27","21","0","0","7.7","1.9","0.2","0","7.7","0","0"
"2","27","22","0","0","7.6","1.9","0.2","0","7.6","0","0"
"2","27","23","0","0","7.5","2","0.2","0","7.5","0","0"
"2","28","0","0","0","7.3","2","0.2","0","7.3","0","0"
"2","28","1","0","0","7.2","2","0.2","0","7.2","0","0"
"2","28","2","0","0","7.1","2","0.2","0","7.1","0","0"
"2","28","3","0","0","7","1.9","0.2","0","7","0","0"
"2","28","4","0","0","7","1.8","0.2","0","7","0","0"
"2","28","5","0","0","7","1.8","0.2","0","7","0","0"
"2","28","6","0","0","6.9","2","0.2","0","6.9","0","0"
"2","28","7","0","8","7.2","2.3","0.2","7.414","7.357","17.969","1.478"
"2","28","8","0","5","7.8","2.6","0.2","4.633","7.901","14.136","0"
"2","28","9","0","11","8.1","2.8","0.2","10.206","8.314","32.398","15.396"
"2","28","10","0","16","8.4","3","0.2","14.859","8.701","47.638","30.096"
"2","28","11","2","190","8.7","3.1","0.2","187.899","12.437","653.553","614.54"
"2","28","12","0","157","8.9","3.2","0.2","151.255","11.858","522.86","488.479"
"2","28","13","262","245","9","3.4","0.2","465.758","17.853","1641.27","1567.259"
"2","28","14","169","221","8.9","3.7","0.2","354.163","15.331","1256.216","1195.849"
"2","28","15","156","183","8.7","4.1","0.2","283.004","13.552","1009.297","957.679"
"2","28","16","50","121","8.2","4.3","0.2","151.79","10.712","523.014","488.627"
"2","28","17","0","9","7.6","4.3","0.2","8.562","7.719","16.532","0.092"
"2","28","18","0","0","7.4","4.5","0.2","0","7.4","0","0"
"2","28","19","0","0","7.2","4.6","0.2","0","7.2","0","0"
"2","28","20","0","0","7.2","4.7","0.2","0","7.2","0","0"
"2","28","21","0","0","7.3","4.8","0.2","0","7.3","0","0"
"2","28","22","0","0","7.4","4.6","0.2","0","7.4","0","0"
"2","28","23","0","0","7.5","4","0.2","0","7.5","0","0"
"3","1","0","0","0","10","9","0.2","0","10","0","0"
"3","1","1","0","0","9.3","9.3","0.2","0","9.3","0","0"
"3","1","2","0","0","8.9","9","0.2","0","8.9","0","0"
"3","1","3","0","0","8.7","8.8","0.2","0","8.7","0","0"
"3","1","4","0","0","8.5","8.5","0.2","0","8.5","0","0"
"3","1","5","0","0","8.4","8.3","0.2","0","8.4","0","0"
"3","1","6","0","0","8.3","8.2","0.2","0","8.3","0","0"
"3","1","7","0","4","8.6","8.2","0.2","3.704","8.638","9.253","0"
"3","1","8","0","12","9","8.5","0.2","11.127","9.117","35.19","18.089"
"3","1","9","96","191","9.3","8.8","0.2","257.503","11.945","918.945","870.529"
"3","1","10","161","252","9.6","8.6","0.2","389.781","13.67","1390.04","1324.931"
"3","1","11","143","295","9.8","8.8","0.2","429.064","14.198","1521.986","1452.201"
"3","1","12","366","242","9.8","9.1","0.2","564.559","15.452","2010.957","1923.847"
"3","1","13","401","219","9.7","9.4","0.2","550.561","15.082","1969.162","1883.533"
"3","1","14","210","259","9.7","10.2","0.2","426.846","13.617","1528.515","1458.5"
"3","1","15","1","114","9.6","10.6","0.2","111.043","10.588","386.059","356.525"
"3","1","16","0","7","9.4","10.6","0.2","6.487","9.458","19.839","3.282"
"3","1","17","0","16","9.2","10.4","0.2","14.956","9.313","29.365","12.471"
"3","1","18","0","0","8.8","9.9","0.2","0","8.8","0","0"
"3","1","19","0","0","8.2","9.1","0.2","0","8.2","0","0"
"3","1","20","0","0","7.7","8.5","0.2","0","7.7","0","0"
"3","1","21","0","0","7.4","8.1","0.2","0","7.4","0","0"
"3","1","22","0","0","7.2","7.7","0.2","0","7.2","0","0"
"3","1","23","0","0","7.1","7.4","0.2","0","7.1","0","0"
"3","2","0","0","0","7.2","7.3","0.2","0","7.2","0","0"
"3","2","1","0","0","7.2","7.3","0.2","0","7.2","0","0"
"3","2","2","0","0","7.1","7.6","0.2","0","7.1","0","0"
"3","2","3","0","0","6.9","7.8","0.2","0","6.9","0","0"
"3","2","4","0","0","6.9","8.4","0.2","0","6.9","0","0"
"3","2","5","0","0","6.7","9","0.2","0","6.7","0","0"
"3","2","6","0","0","6.4","9.3","0.2","0","6.4","0","0"
"3","2","7","0","7","6.2","9.5","0.2","6.486","6.26","17.646","1.166"
"3","2","8","0","36","6.3","9.5","0.2","33.444","6.623","112.323","92.488"
"3","2","9","100","199","6.8","9.6","0.2","269.093","9.388","970.31","920.074"
"3","2","10","19","219","7.1","10","0.2","232.802","9.264","828.454","783.244"
"3","2","11","3","206","7.1","10.4","0.2","205.28","8.948","724.844","683.305"
"3","2","12","386","276","7.3","10.4","0.2","620.728","12.907","2230.221","2135.341"
"3","2","13","115","315","7.4","9.9","0.2","431.138","11.44","1543.182","1472.647"
"3","2","14","252","258","7.5","9.1","0.2","453.402","12.042","1635.653","1561.841"
"3","2","15","85","217","7.4","8.5","0.2","282.904","10.382","1017.117","965.222"
"3","2","16","0","39","7.2","8","0.2","36.248","7.598","120.889","100.751"
"3","2","17","0","25","6.9","7.5","0.2","24.169","7.133","48.998","31.407"
"3","2","18","0","0","6.8","7.5","0.2","0","6.8","0","0"
"3","2","19","0","0","6.8","7.7","0.2","0","6.8","0","0"
"3","2","20","0","0","6.8","8","0.2","0","6.8","0","0"
"3","2","21","0","0","6.8","8","0.2","0","6.8","0","0"
"3","2","22","0","0","6.9","7.5","0.2","0","6.9","0","0"
"3","2","23","0","0","7","7","0.2","0","7","0","0"
"3","3","0","0","0","7.2","7.1","0.2","0","7.2","0","0"
"3","3","1","0","0","7.4","7.6","0.2","0","7.4","0","0"
"3","3","2","0","0","7.3","8.3","0.2","0","7.3","0","0"
"3","3","3","0","0","7.1","8.3","0.2","0","7.1","0","0"
"3","3","4","0","0","7.2","7.6","0.2","0","7.2","0","0"
"3","3","5","0","0","7.4","6.9","0.2","0","7.4","0","0"
"3","3","6","0","0","7.7","7.3","0.2","0","7.7","0","0"
"3","3","7","0","7","8","9","0.2","6.485","8.063","18.047","1.553"
"3","3","8","0","18","7.7","10.7","0.2","16.699","7.847","54.182","36.408"
"3","3","9","2","127","7.2","10.5","0.2","124.114","8.312","436.531","405.209"
"3","3","10","159","260","7.1","9.3","0.2","397.829","11.015","1431.62","1365.038"
"3","3","11","20","249","7.3","8.5","0.2","265.175","10.085","939.664","890.514"
"3","3","12","846","99","7.3","8.3","0.2","800.946","15.907","2869.714","2752.174"
"3","3","13","208","301","7.2","8.2","0.2","492.548","12.523","1764.046","1685.684"
"3","3","14","209","263","7.1","8.1","0.2","430.798","11.804","1551.928","1481.083"
"3","3","15","135","213","6.9","8","0.2","303.087","10.242","1094.141","1039.517"
"3","3","16","2","96","6.6","7.8","0.2","96.945","7.685","336.113","308.349"
"3","3","17","0","12","6.4","7.5","0.2","11.137","6.507","21.863","5.234"
"3","3","18","0","0","6.3","7.3","0.2","0","6.3","0","0"
"3","3","19","0","0","6.2","7.3","0.2","0","6.2","0","0"
"3","3","20","0","0","6.2","7.3","0.2","0","6.2","0","0"
"3","3","21","0","0","6","7.1","0.2","0","6","0","0"
"3","3","22","0","0","5.9","7.1","0.2","0","5.9","0","0"
"3","3","23","0","0","5.8","7.2","0.2","0","5.8","0","0"
"3","4","0","0","0","5.8","7.2","0.2","0","5.8","0","0"
"3","4","1","0","0","5.7","7.2","0.2","0","5.7","0","0"
"3","4","2","0","0","5.6","7.2","0.2","0","5.6","0","0"
"3","4","3","0","0","5.7","7.3","0.2","0","5.7","0","0"
"3","4","4","0","0","5.7","7.5","0.2","0","5.7","0","0"
"3","4","5","0","0","5.6","7.4","0.2","0","5.6","0","0"
"3","4","6","0","0","5.6","7.4","0.2","0","5.6","0","0"
"3","4","7","0","11","5.9","7.5","0.2","10.198","6.015","29.919","13.004"
"3","4","8","0","47","6.5","7.6","0.2","43.698","6.999","148.33","127.22"
"3","4","9","121","200","7","7.5","0.2","281.437","10.251","1013.172","961.417"
"3","4","10","107","266","7.5","7.3","0.2","360.362","11.737","1288.099","1226.603"
"3","4","11","202","297","8","7.2","0.2","486.098","13.77","1730.855","1653.67"
"3","4","12","217","312","8.4","7","0.2","519.901","14.694","1844.671","1763.452"
"3","4","13","231","296","8.6","7","0.2","504.098","14.706","1792.321","1712.958"
"3","4","14","198","264","8.6","6.9","0.2","424.523","13.8","1516.958","1447.352"
"3","4","15","59","215","8.5","6.6","0.2","264.766","11.845","943.961","894.658"
"3","4","16","2","87","8","6.1","0.2","86.414","9.149","296.886","270.512"
"3","4","17","0","26","7.2","5.5","0.2","25.041","7.499","50.76","33.107"
"3","4","18","0","0","6.6","5.2","0.2","0","6.6","0","0"
"3","4","19","0","0","6.3","5","0.2","0","6.3","0","0"
"3","4","20","0","0","5.9","4.7","0.2","0","5.9","0","0"
"3","4","21","0","0","5.6","4.5","0.2","0","5.6","0","0"
"3","4","22","0","0","5.2","4.2","0.2","0","5.2","0","0"
"3","4","23","0","0","4.9","3.9","0.2","0","4.9","0","0"
"3","5","0","0","0","4.7","3.5","0.2","0","4.7","0","0"
"3","5","1","0","0","4.6","3.3","0.2","0","4.6","0","0"
"3","5","2","0","0","4.5","3.2","0.2","0","4.5","0","0"
"3","5","3","0","0","4.6","3.1","0.2","0","4.6","0","0"
"3","5","4","0","0","4.7","3.2","0.2","0","4.7","0","0"
"3","5","5","0","0","4.9","3.2","0.2","0","4.9","0","0"
"3","5","6","0","0","5.3","3.1","0.2","0","5.3","0","0"
"3","5","7","0","14","6.1","3.2","0.2","12.985","6.35","39.063","21.825"
"3","5","8","0","59","7.2","3.4","0.2","55.177","8.248","188.18","165.658"
"3","5","9","113","199","7.9","3.8","0.2","275.334","12.826","980.731","930.126"
"3","5","10","175","256","8.5","4","0.2","404.285","15.517","1431.349","1364.776"
"3","5","11","212","293","8.9","4","0.2","489.291","17.385","1719.481","1642.698"
"3","5","12","177","321","9.2","4.2","0.2","498.561","17.598","1746.517","1668.777"
"3","5","13","461","195","9.4","4.3","0.2","584.475","19.137","2060.412","1971.549"
"3","5","14","460","172","9.5","4.2","0.2","511.963","18.16","1818.369","1738.083"
"3","5","15","71","218","9.4","4.2","0.2","273.997","14.026","970.156","919.926"
"3","5","16","1","74","9.1","4.1","0.2","71.716","10.325","243.747","219.255"
"3","5","17","0","20","8.5","4.1","0.2","18.729","8.768","37.252","20.078"
"3","5","18","0","0","8.1","4.1","0.2","0","8.1","0","0"
"3","5","19","0","0","7.8","4.1","0.2","0","7.8","0","0"
"3","5","20","0","0","7.6","4","0.2","0","7.6","0","0"
"3","5","21","0","0","7.4","3.8","0.2","0","7.4","0","0"
"3","5","22","0","0","7.3","3.7","0.2","0","7.3","0","0"
"3","5","23","0","0","7.1","3.6","0.2","0","7.1","0","0"
"3","6","0","0","0","7","3.5","0.2","0","7","0","0"
"3","6","1","0","0","6.8","3.4","0.2","0","6.8","0","0"
"3","6","2","0","0","6.7","3.4","0.2","0","6.7","0","0"
"3","6","3","0","0","6.7","3.4","0.2","0","6.7","0","0"
"3","6","4","0","0","6.7","3.6","0.2","0","6.7","0","0"
"3","6","5","0","0","6.9","3.9","0.2","0","6.9","0","0"
"3","6","6","0","0","7.2","4.4","0.2","0","7.2","0","0"
